CustomerID,Age,Marital_Status,Education,Employment_Type,Suburb,City,Province,Location_Type,Customer_Tenure,Annual_Income,Current_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Vehicle_Loan,Current_Account_Balance,Savings_Account_Balance,Credit_Card_Balance,Personal_Loan_Balance,Home_Loan_Balance,Vehicle_Loan_Balance,Current_Account_Closed_Date,Savings_Account_Closed_Date,Credit_Card_Closed_Date,Personal_Loan_Closed_Date,Home_Loan_Closed_Date,Vehicle_Loan_Closed_Date,Online_Banking_Registered,Mobile_App_Registered,USSD_Registered,Online_Banking_Txns,Mobile_App_Txns,USSD_Txns,Credit_Score,Flag_Product_Mismatch,Flag_Closed_With_Balance,Flag_No_Products,Num_Products,Num_Digital_Channels,Total_Digital_Txns,Num_Prev_Closures,Digitally_Dormant
8794,44,Single,Less than matric,Unemployed,Rosebank,Johannesburg,Gauteng,Urban,3.3,8320.98,True,True,False,False,False,False,132.92,476.42,0.0,0.0,0.0,0.0,,,,,,,True,True,False,5.0,9.0,0.0,,False,False,False,2,2,14.0,0,False
8795,48,Married,Diploma/Certificate,Retired,Rosebank,Johannesburg,Gauteng,Urban,5.1,141755.65,True,True,False,True,True,False,2222.58,10396.47,0.0,15904.79,2052314.51,0.0,,,,,,,True,True,False,8.0,14.0,0.0,963.0,False,False,False,4,2,22.0,0,False
8796,44,Single,Bachelor's,Full-time employed,Soweto,Johannesburg,Gauteng,Township,6.4,239856.35,True,True,False,False,False,False,3938.8,17764.99,0.0,0.0,0.0,0.0,,,,,,,True,True,False,1.0,0.0,0.0,,False,False,False,2,2,1.0,0,False
8797,38,Married,Postgraduate,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,2.5,212741.3,True,True,True,False,False,False,2862.47,14585.64,13715.32,0.0,0.0,0.0,,,,,,,True,True,False,2.0,0.0,0.0,582.0,False,False,False,3,2,2.0,0,False
8798,31,Single,Less than matric,Full-time employed,Galeshewe,Kimberley,Northern Cape,Township,2.1,395022.45,False,True,True,False,False,True,0.0,34030.63,23953.3,0.0,0.0,553736.48,,,,,,,False,True,False,0.0,4.0,0.0,711.0,False,False,False,3,1,4.0,0,False
8799,29,Single,Matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,4.6,254598.63,True,True,True,False,True,True,5074.4,18134.67,8749.26,0.0,1710689.9,358958.96,,,,,,,True,True,True,9.0,5.0,1.0,653.0,False,False,False,5,3,15.0,0,False
8800,44,Married,Matric,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,9.6,152991.27,True,True,True,False,True,True,2261.38,15116.48,7467.97,0.0,1881953.6,111662.95,,,,,,,True,True,False,7.0,11.0,0.0,410.0,False,False,False,5,2,18.0,0,False
8801,51,Married,Diploma/Certificate,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,6.4,293704.55,True,True,False,False,False,True,5776.54,21159.14,0.0,0.0,142.93,672070.28,,,,,,,True,False,False,1.0,0.0,0.0,482.0,True,False,False,3,1,1.0,0,False
8802,28,Single,Less than matric,Full-time employed,Mahikeng CBD,Mahikeng,North West,Urban,2.8,279890.17,False,True,True,False,True,True,0.0,34928.82,10307.71,0.0,713936.71,148033.12,,,,,,,True,True,False,10.0,8.0,0.0,917.0,False,False,False,4,2,18.0,0,False
8803,54,Single,Diploma/Certificate,Self-employed,Unknown,Johannesburg,Gauteng,Township,5.0,65808.83,True,True,False,True,True,False,1074.3,6482.46,0.0,163849.84,1032305.58,0.0,,,,,,,True,True,True,0.0,9.0,12.0,864.0,False,False,False,4,3,21.0,0,False
8804,32,Married,Matric,Retired,Umlazi,Durban,KwaZulu-Natal,Township,4.8,379524.8,True,False,False,True,False,False,5252.51,0.0,0.0,29299.04,0.0,0.0,,,,,,,True,True,False,6.0,5.0,0.0,551.0,False,False,False,2,2,11.0,0,False
8805,52,Married,Diploma/Certificate,Part-time employed,Newlands,Cape Town,Western Cape,Suburban,10.6,73655.84,False,True,True,False,False,False,0.0,8850.53,2316.3,472.8,0.0,0.0,,,,,,,True,True,True,0.0,18.0,6.0,560.0,True,False,False,2,3,24.0,0,False
8806,18,Single,Matric,Informal trader,Alexandra,Johannesburg,Gauteng,Township,0.6,38553.39,False,True,True,True,False,False,0.0,3383.45,909.73,71243.28,0.0,0.0,,,,,,,False,True,False,0.0,4.0,0.0,629.0,False,False,False,3,1,4.0,0,False
8807,50,Single,Diploma/Certificate,Informal trader,Khayelitsha,Cape Town,Western Cape,Township,5.3,134897.86,False,True,True,False,False,True,0.0,8856.61,15343.92,0.0,0.0,405278.04,2023-04-10,,,,,,True,True,True,4.0,3.0,2.0,494.0,False,False,False,3,3,9.0,1,False
8808,36,Married,Matric,Part-time employed,Nelspruit,Mbombela,Mpumalanga,Urban,1.2,38002.78,True,True,True,False,False,True,597.39,2733.86,7701.61,0.0,0.0,161314.35,,,,,,,True,True,False,6.0,2.0,0.0,857.0,False,False,False,4,2,8.0,0,False
8809,47,Married,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,3.6,28129.83,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,4.0,1.0,1.0,190.0,False,False,True,0,3,6.0,0,False
8810,40,Married,Postgraduate,Unemployed,Soweto,Johannesburg,Gauteng,Township,4.1,35921.32,False,False,True,True,False,False,0.0,0.0,1299.35,202394.25,0.0,0.0,,,,,,,False,True,False,0.0,0.0,0.0,720.0,False,False,False,2,1,0.0,0,True
8811,36,Single,Bachelor's,Student,Seshego,Polokwane,Limpopo,Township,6.3,6305.15,True,False,False,False,False,True,109.42,0.0,0.0,0.0,0.0,298597.8,,,,,,,True,True,True,1.0,1.0,5.0,436.0,False,False,False,2,3,7.0,0,False
8812,55,Single,Diploma/Certificate,Self-employed,Soweto,Johannesburg,Gauteng,Township,3.2,35130.61,False,True,False,False,False,False,0.0,4070.61,0.0,0.0,0.0,0.0,,,2023-08-18,,,,True,False,False,4.0,0.0,0.0,688.0,False,False,False,1,1,4.0,1,False
8813,54,Single,Matric,Self-employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,1.8,68582.11,True,False,False,True,False,False,1293.63,0.0,0.0,29243.05,0.0,0.0,,2021-05-10,,,,,True,False,False,0.0,0.0,0.0,401.0,False,False,False,2,1,0.0,1,True
8814,25,Single,Less than matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,0.9,37462.61,False,False,True,True,False,False,0.0,0.0,5175.12,54572.63,0.0,0.0,,,,,,,True,True,True,2.0,2.0,5.0,841.0,False,False,False,2,3,9.0,0,False
8815,26,Single,Matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,2.1,27705.15,False,False,False,True,False,True,0.0,0.0,0.0,44337.27,0.0,504257.27,,,,,,,False,False,True,0.0,0.0,1.0,263.0,False,False,False,2,1,1.0,0,False
8816,41,Single,Matric,Part-time employed,Khayelitsha,Cape Town,Western Cape,Township,1.3,48016.32,False,True,False,True,False,False,0.0,3974.34,0.0,146911.41,0.0,0.0,2023-12-16,,,,,,False,False,True,0.0,0.0,8.0,491.0,False,False,False,2,1,8.0,1,False
8817,38,Married,Matric,Unemployed,Motherwell,Gqeberha,Eastern Cape,Township,6.3,3546.01,True,False,False,True,False,False,70.3,0.0,0.0,64076.91,0.0,0.0,,,,,,,False,False,True,0.0,0.0,3.0,154.0,False,False,False,2,1,3.0,0,False
8818,52,Married,Matric,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,11.2,32550.2,True,True,False,False,False,False,506.58,3354.4,0.0,0.0,0.0,0.0,,,,,,,True,True,True,6.0,4.0,1.0,467.0,False,False,False,2,3,11.0,0,False
8819,34,Single,Matric,Informal trader,Centurion,Tshwane,Gauteng,Suburban,2.0,12404.41,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,False,2.0,0.0,0.0,680.0,False,False,True,0,2,2.0,0,False
8820,41,Single,Matric,Self-employed,Soweto,Johannesburg,Gauteng,Township,7.7,95889.23,False,False,False,True,False,False,0.0,0.0,0.0,154517.86,0.0,0.0,,,,,,,True,False,True,1.0,0.0,3.0,465.0,False,False,False,1,2,4.0,0,False
8821,21,Single,Diploma/Certificate,Unemployed,Alexandra,Johannesburg,Gauteng,Township,3.3,8174.83,False,False,False,True,False,True,0.0,0.0,0.0,25248.92,0.0,403826.81,,,,,,,True,True,False,0.0,2.0,0.0,655.0,False,False,False,2,2,2.0,0,False
8822,42,Single,Matric,Part-time employed,Mahikeng CBD,Mahikeng,North West,Urban,6.8,83148.26,True,False,False,False,False,True,1639.61,0.0,0.0,0.0,0.0,355272.83,,,,,,,True,True,False,4.0,3.0,0.0,516.0,False,False,False,2,2,7.0,0,False
8823,41,Married,Bachelor's,Full-time employed,Soweto,Johannesburg,Gauteng,Township,3.4,144956.53,False,True,True,False,True,False,0.0,11069.14,3563.63,0.0,1277074.6,0.0,,,,,,,True,True,False,2.0,6.0,0.0,952.0,False,False,False,3,2,8.0,0,False
8824,36,Single,Matric,Self-employed,Newlands,Cape Town,Western Cape,Suburban,2.9,427457.55,False,True,True,False,False,False,0.0,53448.65,56386.7,0.0,0.0,0.0,,,,,,,True,False,False,10.0,0.0,0.0,768.0,False,False,False,2,1,10.0,0,False
8825,57,Single,Matric,Part-time employed,Khayelitsha,Cape Town,Western Cape,Township,2.4,30714.71,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,,False,False,True,0,0,0.0,0,False
8826,29,Single,Matric,Full-time employed,Tlhabane,Rustenburg,North West,Township,5.4,279890.28,False,True,True,False,False,False,0.0,27351.96,38160.97,0.0,0.0,0.0,,,,,,,True,False,False,2.0,0.0,0.0,670.0,False,False,False,2,1,2.0,0,False
8828,35,Single,Less than matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,3.5,172543.87,True,False,True,True,False,True,2733.66,0.0,32530.26,11373.7,0.0,380958.94,,,,,,,True,False,True,0.0,0.0,0.0,717.0,False,False,False,4,2,0.0,0,True
8829,32,Single,Matric,Self-employed,Tlhabane,Rustenburg,North West,Township,0.7,63442.92,True,False,True,False,False,False,1055.86,0.0,5610.95,0.0,0.0,0.0,,,,,,,True,True,False,6.0,1.0,0.0,651.0,False,False,False,2,2,7.0,0,False
8830,45,Single,Bachelor's,Self-employed,Green Point,Cape Town,Western Cape,Urban,6.5,156080.79,True,True,True,False,False,True,2866.08,11335.39,14445.81,0.0,0.0,407266.66,,,,,,,True,True,False,9.0,16.0,0.0,975.0,False,False,False,4,2,25.0,0,False
8831,52,Single,Bachelor's,Informal trader,Botshabelo,Bloemfontein,Free State,Township,7.3,440993.94,True,True,True,True,True,False,6647.03,29792.73,6688.63,65349.67,2703572.22,0.0,,,,,,,True,True,True,1.0,7.0,6.0,534.0,False,False,False,5,3,14.0,0,False
8832,49,Widowed,Diploma/Certificate,Self-employed,Tembisa,Ekurhuleni,Gauteng,Township,1.5,98506.31,True,True,False,False,True,False,1630.04,5623.21,0.0,0.0,1991479.7,0.0,,,,,,,True,True,True,3.0,2.0,7.0,602.0,False,False,False,3,3,12.0,0,False
8833,36,Single,Matric,Informal trader,Fourways,Johannesburg,Gauteng,Suburban,2.3,61043.18,True,True,False,False,False,False,1129.37,6769.86,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,4.0,0.0,618.0,False,False,False,2,1,4.0,0,False
8834,28,Single,Bachelor's,Informal trader,Mitchells Plain,Cape Town,Western Cape,Township,3.3,65184.86,True,False,False,True,False,False,1037.58,0.0,0.0,190411.65,0.0,0.0,,,,,,,True,True,False,0.0,4.0,0.0,180.0,False,False,False,2,2,4.0,0,False
8835,22,Single,Matric,Student,Soweto,Johannesburg,Gauteng,Township,1.5,8868.5,False,False,False,True,False,True,0.0,0.0,0.0,203191.79,0.0,269584.5,,,,,,,True,False,True,3.0,0.0,1.0,307.0,False,False,False,2,2,4.0,0,False
8837,38,Married,Bachelor's,Part-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,6.9,209085.7,True,True,False,False,False,False,,26887.15,0.0,0.0,0.0,0.0,,,,,,,True,True,False,2.0,8.0,0.0,406.0,True,False,False,2,2,10.0,0,False
8838,45,Single,Matric,Unemployed,Green Point,Cape Town,Western Cape,Urban,9.7,28810.88,False,False,False,True,False,True,0.0,0.0,0.0,52640.17,0.0,134239.28,,,,,,,True,True,True,3.0,4.0,3.0,721.0,False,False,False,2,3,10.0,0,False
8839,18,Single,Less than matric,Full-time employed,Galeshewe,Kimberley,Northern Cape,Township,2.6,105614.97,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,,False,False,True,0,0,0.0,0,False
8840,62,Single,Diploma/Certificate,Full-time employed,Mdantsane,East London,Eastern Cape,Township,2.3,294656.68,True,True,True,True,False,False,5021.48,34382.8,16183.4,16920.02,0.0,0.0,,,,,,,True,False,True,6.0,0.0,3.0,853.0,False,False,False,4,2,9.0,0,False
8841,63,Single,Less than matric,Informal trader,Green Point,Cape Town,Western Cape,Urban,2.7,145537.63,False,False,True,False,True,False,0.0,0.0,29857.38,0.0,2449733.35,0.0,,,,,,,True,True,True,5.0,12.0,2.0,552.0,False,False,False,2,3,19.0,0,False
8842,33,Single,Matric,Retired,Green Point,Cape Town,Western Cape,Urban,6.7,603719.36,True,True,True,False,True,False,10842.11,69363.36,52819.6,0.0,2771707.68,0.0,,,,,,,True,True,False,5.0,14.0,0.0,630.0,False,False,False,4,2,19.0,0,False
8843,27,Single,Less than matric,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,2.0,174726.57,True,False,True,False,False,False,2726.64,0.0,23591.01,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,8.0,683.0,False,False,False,2,1,8.0,0,False
8844,56,Married,Matric,Unemployed,Langenhoven Park,Bloemfontein,Free State,Suburban,8.4,6103.26,True,True,False,True,False,False,90.21,702.47,0.0,98711.17,0.0,0.0,,,,,,,True,True,True,3.0,5.0,6.0,527.0,False,False,False,3,3,14.0,0,False
8845,48,Married,Less than matric,Self-employed,Alexandra,Johannesburg,Gauteng,Township,2.6,794819.98,False,True,False,False,False,False,0.0,41097.82,0.0,0.0,0.0,0.0,,,,2024-01-22,,,True,True,False,6.0,4.0,0.0,306.0,False,False,False,1,2,10.0,1,False
8846,38,Married,Matric,Full-time employed,Seshego,Polokwane,Limpopo,Township,4.4,289336.27,True,True,False,False,True,False,3750.08,33054.98,0.0,0.0,677236.77,0.0,,,,,,,False,False,True,0.0,0.0,2.0,386.0,False,False,False,3,1,2.0,0,False
8847,53,Single,Matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,3.8,307190.34,False,True,False,False,True,False,0.0,23321.33,0.0,0.0,2212990.34,0.0,,,,,,,True,True,True,8.0,14.0,1.0,556.0,False,False,False,2,3,23.0,0,False
8848,44,Married,Less than matric,Unemployed,Galeshewe,Kimberley,Northern Cape,Township,7.7,4554.12,True,False,False,False,False,False,68.81,0.0,0.0,938.51,0.0,0.0,,,,,,,False,True,False,0.0,4.0,0.0,668.0,True,False,False,1,1,4.0,0,False
8849,46,Single,Matric,Unemployed,Langenhoven Park,Bloemfontein,Free State,Suburban,8.8,39094.87,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,2.0,0.0,728.0,False,False,True,0,1,2.0,0,False
8850,30,Single,Matric,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,0.8,126009.6,False,True,False,False,False,True,0.0,11101.68,0.0,0.0,0.0,640015.56,,,,,,,True,True,True,0.0,3.0,6.0,624.0,False,False,False,2,3,9.0,0,False
8851,62,Married,Matric,Retired,Newlands,Cape Town,Western Cape,Suburban,12.7,127260.68,True,True,True,False,False,False,2441.29,17696.01,13535.66,0.0,0.0,0.0,,,,,,,True,True,False,0.0,8.0,0.0,504.0,False,False,False,3,2,8.0,0,False
8852,18,Single,Matric,Unemployed,Mitchells Plain,Cape Town,Western Cape,Township,1.2,31900.4,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,True,False,False,1.0,0.0,0.0,238.0,False,False,True,0,1,1.0,0,False
8853,34,Single,Matric,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,6.0,122578.33,True,True,False,False,True,False,2074.8,13364.03,0.0,0.0,800751.91,0.0,,,,,,,True,False,False,5.0,0.0,0.0,650.0,False,False,False,3,1,5.0,0,False
8854,41,Single,Matric,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,0.6,220292.73,True,True,True,False,False,True,3281.27,24378.88,46340.58,0.0,0.0,457814.57,,,,,,,True,True,False,8.0,6.0,0.0,788.0,False,False,False,4,2,14.0,0,False
8855,60,Married,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,13.8,62594.5,True,False,False,True,False,False,1206.08,0.0,0.0,183250.83,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,647.0,False,False,False,2,0,0.0,0,False
8856,30,Single,Bachelor's,Part-time employed,Sandton,Johannesburg,Gauteng,Urban,2.3,31426.32,True,True,False,True,False,False,632.35,3673.64,0.0,97695.65,0.0,0.0,,,,,,,False,True,False,0.0,3.0,0.0,486.0,False,False,False,3,1,3.0,0,False
8857,18,Married,Matric,Unemployed,Mdantsane,East London,Eastern Cape,Township,2.9,32640.29,False,False,False,True,False,False,0.0,0.0,0.0,34705.06,0.0,0.0,,,,,,,True,True,False,2.0,3.0,0.0,293.0,False,False,False,1,2,5.0,0,False
8858,49,Single,Diploma/Certificate,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,9.1,103817.03,True,True,True,False,True,False,1916.48,15367.14,7436.87,0.0,2159832.62,0.0,,,,,,,True,True,False,0.0,13.0,0.0,660.0,False,False,False,4,2,13.0,0,False
8859,36,Single,Matric,Unemployed,Rosebank,Johannesburg,Gauteng,Urban,4.6,7870.39,True,False,False,False,True,True,154.84,0.0,0.0,0.0,1222977.08,481951.03,,,,,,,True,True,False,6.0,0.0,0.0,458.0,False,False,False,3,2,6.0,0,False
8860,49,Married,Matric,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,4.3,365270.18,True,False,False,False,False,True,6933.08,0.0,0.0,0.0,0.0,397817.62,,,,,,,False,True,False,0.0,5.0,0.0,536.0,False,False,False,2,1,5.0,0,False
8861,18,Single,Less than matric,Unemployed,Tembisa,Ekurhuleni,Gauteng,Township,0.8,15704.8,True,False,False,True,False,False,294.06,0.0,0.0,52104.4,0.0,0.0,,,,,,,True,False,True,1.0,0.0,4.0,236.0,False,False,False,2,2,5.0,0,False
8862,37,Married,Less than matric,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,3.1,309384.51,True,True,False,False,False,True,4393.14,25179.81,0.0,0.0,192.47,332324.84,,,,,,,False,True,False,0.0,8.0,0.0,478.0,True,False,False,3,1,8.0,0,False
8863,35,Single,Bachelor's,Self-employed,Alexandra,Johannesburg,Gauteng,Township,3.2,58369.63,True,True,False,True,False,True,833.04,5131.98,0.0,143215.55,0.0,264789.0,,,,,,,True,True,False,4.0,7.0,0.0,629.0,False,False,False,4,2,11.0,0,False
8864,31,Single,Matric,Informal trader,Newlands,Cape Town,Western Cape,Suburban,4.2,11166.67,True,False,False,False,False,False,184.57,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,5.0,7.0,3.0,464.0,False,False,False,1,3,15.0,0,False
8865,18,Single,Matric,Student,Nelspruit,Mbombela,Mpumalanga,Urban,3.1,16679.87,True,False,False,True,False,False,316.0,0.0,0.0,128745.17,0.0,0.0,,,,,,,False,True,False,0.0,0.0,0.0,380.0,False,False,False,2,1,0.0,0,True
8866,50,Single,Bachelor's,Self-employed,Tlhabane,Rustenburg,North West,Township,10.9,87625.47,False,False,False,True,False,False,0.0,0.0,0.0,94544.87,0.0,0.0,,,,,,2022-09-06,False,True,True,0.0,0.0,0.0,511.0,False,False,False,1,2,0.0,1,True
8867,22,Single,Matric,Self-employed,Alexandra,Johannesburg,Gauteng,Township,1.8,215479.49,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,9.0,0.0,576.0,False,False,True,0,1,9.0,0,False
8868,44,Single,Matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,2.0,220181.67,False,False,True,True,True,False,0.0,0.0,6225.74,27274.8,2800000.0,0.0,2022-12-05,,,,,,True,False,False,3.0,0.0,0.0,91.0,False,False,False,3,1,3.0,1,False
8869,42,Single,Matric,Self-employed,Fourways,Johannesburg,Gauteng,Suburban,4.3,310839.21,False,False,True,False,False,False,0.0,0.0,16100.86,0.0,0.0,0.0,,,,,,,True,True,False,1.0,3.0,0.0,345.0,False,False,False,1,2,4.0,0,False
8870,31,Single,Matric,Part-time employed,Sandton,Johannesburg,Gauteng,Urban,0.8,76028.3,False,True,False,False,True,True,0.0,4959.32,0.0,0.0,768418.93,169147.17,,,,,,,False,True,False,0.0,7.0,0.0,682.0,False,False,False,3,1,7.0,0,False
8871,49,Single,Matric,Student,Alexandra,Johannesburg,Gauteng,Township,0.6,35629.79,True,True,False,False,False,True,423.54,3301.75,0.0,0.0,0.0,209421.6,,,,,,,False,True,False,0.0,3.0,0.0,657.0,False,False,False,3,1,3.0,0,False
8872,27,Single,Matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,2.6,319250.3,True,True,False,False,False,False,6523.81,24934.51,0.0,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,0.0,310.0,False,False,False,2,1,0.0,0,True
8873,38,Single,Diploma/Certificate,Informal trader,Tembisa,Ekurhuleni,Gauteng,Township,2.7,141521.54,False,True,True,False,False,True,0.0,10828.9,15940.9,0.0,0.0,696916.45,,,,,,,True,False,True,0.0,0.0,1.0,877.0,False,False,False,3,2,1.0,0,False
8874,37,Single,Matric,Part-time employed,Rosebank,Johannesburg,Gauteng,Urban,1.0,56434.6,True,False,False,True,True,False,910.84,0.0,0.0,48630.08,279192.12,0.0,,,,,,,False,False,True,0.0,0.0,2.0,773.0,False,False,False,3,1,2.0,0,False
8875,23,Single,Matric,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,4.9,242090.19,True,False,False,False,False,False,4397.6,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,2.0,0.0,359.0,False,False,False,1,1,2.0,0,False
8876,18,Single,Diploma/Certificate,Unemployed,Tlhabane,Rustenburg,North West,Township,1.0,29086.21,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2024-12-16,True,True,False,0.0,3.0,0.0,647.0,False,False,True,0,2,3.0,1,False
8877,30,Single,Matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,1.0,2593.36,True,False,False,True,False,False,48.92,0.0,0.0,84570.04,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,848.0,False,False,False,2,0,0.0,0,False
8878,49,Single,Matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,8.6,31086.24,True,True,False,False,False,True,393.69,3028.16,0.0,0.0,0.0,245553.16,,,,,,,True,True,True,2.0,5.0,5.0,830.0,False,False,False,3,3,12.0,0,False
8879,26,Single,Matric,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,2.5,8881.91,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,2.0,0.0,486.0,False,False,True,0,1,2.0,0,False
8880,41,Married,Matric,Informal trader,Sandton,Johannesburg,Gauteng,Urban,6.8,63275.32,True,True,True,False,True,False,1356.65,6250.72,3123.8,0.0,836685.64,0.0,,,,,,,False,True,False,0.0,10.0,0.0,668.0,False,False,False,4,1,10.0,0,False
8881,36,Single,Matric,Informal trader,Umhlanga,Durban,KwaZulu-Natal,Urban,4.3,83702.71,True,False,True,False,True,True,1308.19,0.0,9666.22,0.0,370518.76,212676.81,,,,,,,True,False,False,4.0,0.0,0.0,471.0,False,False,False,4,1,4.0,0,False
8882,23,Single,Less than matric,Unemployed,Tlhabane,Rustenburg,North West,Township,1.3,109043.54,True,False,False,True,False,False,1945.07,0.0,0.0,38928.88,0.0,0.0,,,,,,,True,False,False,4.0,0.0,0.0,183.0,False,False,False,2,1,4.0,0,False
8883,21,Single,Matric,Full-time employed,Botshabelo,Bloemfontein,Free State,Township,1.7,248146.3,True,True,True,True,False,True,3196.22,19147.07,10274.47,65217.92,0.0,294315.63,,,,,,,True,False,False,3.0,0.0,0.0,616.0,False,False,False,5,1,3.0,0,False
8884,30,Single,Less than matric,Student,Umhlanga,Durban,KwaZulu-Natal,Urban,1.0,61738.99,True,True,False,False,False,False,1184.42,5496.69,0.0,0.0,0.0,0.0,,,,,,,True,True,False,12.0,7.0,0.0,795.0,False,False,False,2,2,19.0,0,False
8885,36,Single,Matric,Full-time employed,Unknown,Johannesburg,Gauteng,Township,3.3,413293.08,True,True,True,False,False,True,6545.65,33376.35,9273.38,0.0,0.0,193372.6,,,,,,,False,True,True,0.0,5.0,9.0,611.0,False,False,False,4,2,14.0,0,False
8886,26,Married,Matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,3.0,115939.03,False,True,False,False,False,False,0.0,9082.56,0.0,0.0,0.0,0.0,,,,2024-06-15,,,False,True,True,0.0,2.0,3.0,497.0,False,False,False,1,2,5.0,1,False
8887,34,Single,Less than matric,Self-employed,Mamelodi,Tshwane,Gauteng,Township,4.2,378680.51,True,False,True,False,False,False,7474.61,0.0,29038.35,0.0,0.0,0.0,,,,,,,True,True,False,4.0,6.0,0.0,633.0,False,False,False,2,2,10.0,0,False
8888,26,Single,Bachelor's,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,1.4,166758.4,False,True,False,False,False,False,0.0,16854.11,0.0,0.0,0.0,0.0,,,,,2023-01-27,,True,True,True,4.0,5.0,0.0,514.0,False,False,False,1,3,9.0,1,False
8889,49,Married,Matric,Informal trader,Sandton,Johannesburg,Gauteng,Urban,4.2,161225.3,True,True,True,False,False,True,2352.23,14031.53,,0.0,0.0,431603.99,,,,,2024-02-16,,True,True,False,3.0,3.0,0.0,762.0,True,False,False,4,2,6.0,1,False
8890,45,Single,Less than matric,Unemployed,Motherwell,Gqeberha,Eastern Cape,Township,1.9,18454.77,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2022-09-04,,False,True,True,0.0,0.0,0.0,479.0,False,False,True,0,2,0.0,1,True
8891,39,Married,Matric,Part-time employed,Fourways,Johannesburg,Gauteng,Suburban,1.7,72919.25,True,True,False,False,False,True,329.3,1759.28,0.0,0.0,0.0,498622.04,,,,,,,True,True,True,7.0,4.0,1.0,474.0,False,False,False,3,3,12.0,0,False
8892,32,Single,Diploma/Certificate,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,4.7,158457.15,True,True,False,False,False,True,3362.1,18370.33,0.0,0.0,0.0,168480.89,,,,2022-05-16,,,True,True,False,3.0,2.0,0.0,760.0,False,False,False,3,2,5.0,1,False
8894,32,Single,Diploma/Certificate,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,5.0,275634.04,True,True,True,False,True,False,4138.61,14765.16,27798.77,0.0,1584853.75,0.0,,,,,,2021-11-09,True,True,False,2.0,0.0,0.0,736.0,False,False,False,4,2,2.0,1,False
8895,28,Single,Less than matric,Unemployed,Botshabelo,Bloemfontein,Free State,Township,5.6,15640.51,False,True,False,True,False,False,0.0,1456.16,0.0,77606.78,0.0,0.0,,,,,,,False,True,False,0.0,4.0,0.0,323.0,False,False,False,2,1,4.0,0,False
